cb_station_id,cb_station_name,cb_latitude,cb_longitude,cb_bike_num,name,postcode,category,distance,review_count,rating,price
9575da078eee4b025a4c319fc2347b0d,Bélanger / des Galeries d'Anjou,45.59722114932571,-73.56279015541077,19,Les 3 Brasseurs,H1M 2W2,Bar,178.0,101.0,3.5,$$
9575da078eee4b025a4c319fc2347b0d,Bélanger / des Galeries d'Anjou,45.59722114932571,-73.56279015541077,19,La Belle & la Boeuf,H1M 1W9,Cocktail Bar,279.0,,,
9575da078eee4b025a4c319fc2347b0d,Bélanger / des Galeries d'Anjou,45.59722114932571,-73.56279015541077,19,Souvlaki Bar - Saint-Léonard,H1S 1N1,Greek Restaurant,757.0,,,
9575da078eee4b025a4c319fc2347b0d,Bélanger / des Galeries d'Anjou,45.59722114932571,-73.56279015541077,19,Quality Hotel Parc Olympique,H1J 2T2,Hotel Bar,781.0,,,
9575da078eee4b025a4c319fc2347b0d,Bélanger / des Galeries d'Anjou,45.59722114932571,-73.56279015541077,19,MontrealX VIP Concierge Bachelor Party Strippers,H1S 1N2,Bar,964.0,,,
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,34,Resto-Bar Lucky 7,H1Z 2E3,Bar,564.0,,,
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,34,Brasserie Chez le Pere Gedeon,H2A 3A5,Bar,791.0,,,
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,34,Brasserie Place 37,H1Z 3E7,Night Club,819.0,,,
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,34,Perandello Sport Bar,H1Z 1Y4,Sports Bar,947.0,,,
1461a02f003268b78a89d6ad0ac551dd,Rosemont / Viau,45.56833021674857,-73.56666326522826,23,Cafe Navaro,H1T 1V7,Cocktail Bar,585.0,,,
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,19,Bar Zeffé,H8S 1Z7,Bar,260.0,,,
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,19,Mundial Bar & Grill,,Sports Bar,963.0,,,
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,19,Houblon et Cépages,,Wine Bar,386.0,,,
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,19,Bar Western Chez Marcel,H8S 2B2,Cocktail Bar,442.0,,,
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,19,Bar Liqueur,H8S 2B2,Bar,447.0,,,
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Le Bird Bar,H3J 1M5,Bar,283.0,,,
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Le Bureau Bar a Tapas,H3J 1M1,Cocktail Bar,347.0,,,
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Le Vin Papillon,H3J 1N6,Wine Bar,767.0,144.0,4.5,$$$
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Burgundy Lion,H3J 1N5,Bar,751.0,,,
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Upstairs Jazz Bar & Grill,H3G 2H4,Night Club,781.0,,,
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Ye Olde Orchard Pub & Grill,H3G 1Z2,Pub,904.0,44.0,3.5,$$
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,C'Cho-Colat,H3G 2E2,Lounge,845.0,,,
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Moose Bawr,H3H 1M2,Pub,776.0,81.0,3.5,$$
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Escondite,H3G 1V7,Bar,971.0,247.0,4.0,$$
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,23,Brutopia,H3G 2B1,Bar,856.0,,,
2203b1d78848ffe20d0ed9d29d7dce2e,O'Brien / Poirier,45.52252484113786,-73.69143962860107,21,Kana Taverne Ltée,H4L 1J4,Beer Garden,654.0,,,
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,15,Café Solaris,H3W 3C6,Lounge,492.0,12.0,4.5,$$
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,15,Vodka Bar Inc,H3W 3C7,Bar,425.0,,,
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,15,Mecs Bar,H3W 3C2,Cocktail Bar,971.0,,,
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,15,Bistro Lina,H3X 2T8,Bar,950.0,,,
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,15,Jilly's,H3X 2T8,Pool Hall,950.0,,,
389a103b106275a594cb7caafbf34e27,Hôpital Sacré-Coeur (Forbes),45.5319435900764,-73.71360540390015,13,Snookers Billiards,H4K 1N3,Pool Hall,609.0,,,
389a103b106275a594cb7caafbf34e27,Hôpital Sacré-Coeur (Forbes),45.5319435900764,-73.71360540390015,13,Pub Cartierville Enr,H4J 1E3,Bar,505.0,,,
389a103b106275a594cb7caafbf34e27,Hôpital Sacré-Coeur (Forbes),45.5319435900764,-73.71360540390015,13,Harmony Entertainment,H4J 1H4,Karaoke Bar,707.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Atwater Cocktail Club,H4C 2G5,Speakeasy,87.0,116.0,4.5,$$
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Le Vin Papillon,H3J 1N6,Wine Bar,309.0,144.0,4.5,$$$
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Burgundy Lion,H3J 1N5,Bar,329.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Drinkerie Ste-Cunégonde,H3J 1N9,Night Club,218.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,El Gordo,H3J 1N5,Bar,302.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Cyr,H4C 1P2,Cocktail Bar,97.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Bar,,Bar,114.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Placements Sergakis Inc,H4C 1P6,Bar,246.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Bar Chez Pierre,H4C 1P7,Lounge,296.0,,,
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,25,Porto Lounge,H4C 1P7,Lounge,324.0,,,
3557bec6e2c20690d2c912e713edad35,Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),45.59398503487043,-73.63767206668854,21,Bar Lindberg,H1H 1V3,Bar,557.0,,,
3557bec6e2c20690d2c912e713edad35,Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),45.59398503487043,-73.63767206668854,21,Brasserie Charleroi,H1H 1V3,Lounge,553.0,,,
e287c24d95d9f0e3767d167d83ecebcd,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,18,Chez Baptiste Sur Masson,H1Y 1X6,Bar,1011.0,,,
e287c24d95d9f0e3767d167d83ecebcd,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,18,Morelli,H1W 1C4,Bar,798.0,,,
e287c24d95d9f0e3767d167d83ecebcd,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,18,Taverne Morelli,H1W 1H8,Lounge,807.0,,,
7b71605bd83572e8804e860f434f1055,Parc Grovehill (St-Antoine / Ivan-Franko),45.43982382100397,-73.69487822055817,15,Restaurant Québerac,H8S 1X8,Bar,405.0,,,
